CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,FamilyNumber,IndividualNumber,Room,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Side_B,Side_P,Side_S,Corridor_A,Corridor_B,Corridor_C,Corridor_D,Corridor_E,Corridor_F,Corridor_G,Corridor_T,PC1,PC2,PC4,PC6,Cluster_0,Cluster_1,Cluster_2
0,25.0,0,0.0008856639543078,0.0001704341534958,0.0,0.0012295756834059,0.0,Lynnon Lunapperts,7517,1,1557,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.1976822008438752,-0.1757153012854631,-1.59025177883915,0.2255166490754172,0,0,1
0,22.0,0,0.0,0.0008269382955726,0.0025414840056453,0.0,0.0004405237196155,Belly Lerez,6681,1,1280,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7608476613317843,0.1785403829576584,1.8469007673698783,-1.3345756130632604,0,1,0
0,26.0,0,0.0,0.0007714333863511,0.0004696228818552,0.0004385926492481,0.0010307281885721,Elanie Hardson,669,1,143,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.1882901643216297,-1.4383630927531157,0.6805276108594673,-0.2585958227789429,0,1,0
1,25.0,0,0.0,0.0,0.0,0.0,0.0,Bosonon Ainserfle,3412,2,107,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.4793706187995013,-0.3055876154450236,0.0181918405724068,0.0092418815185001,1,0,0
0,19.0,0,0.0014409297837154,0.0,0.0,0.0008223880870136,0.0010975080578901,Felice Wheelez,3409,1,701,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.7578521007182646,-0.1473158362540494,-0.9539216587514812,1.5946148416310015,0,1,0
0,38.0,0,0.0015184666416781,0.0005945833987326,0.0,0.001012050800398,0.0,Denne Moodsey,6588,1,1073,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.056703313312207,-0.011753954409603,-1.6396839680394442,-0.7693263192302751,0,1,0
0,10.0,0,0.0,0.0,0.0,0.0,0.0,Timyra Hanner,6020,3,974,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.7858891683128235,-0.2827188415923915,-0.0749257092825107,-0.0569482572510601,1,0,0
0,49.0,0,0.0023616725319639,0.0,0.0018099499880724,0.0010732252128394,0.0,Weaffs Kinie,2096,2,412,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.3119829596685355,2.0866390239640054,-1.2345562357725128,0.5222779158364017,0,0,1
0,52.0,0,0.0,0.000796859701899,0.0009842841357616,0.0,0.0,Bonyan Onell,6411,1,1328,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.4474793963603948,-0.4536567123680079,0.875416205499066,-1.6110791608752766,0,1,0
0,27.0,0,0.0,0.0,0.0029617363020346,0.0,0.0009616567118268,Fanna Kerristicey,3966,2,649,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.3700169505776246,0.7798488188112889,2.300550110896878,1.0610175063780305,0,0,1
0,33.0,0,0.0,0.0,0.0,0.0012439909080343,0.0005308789099799,Dandra Jacostaney,365,1,51,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3808106367477631,-1.0244766765192732,-0.6967353550774619,1.281379301997767,0,1,0
0,31.0,0,0.0018166232307539,0.0007592750427354,0.0014814952456022,0.0002640590866028,0.0,Troyra Kellson,6414,1,1040,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.9609364012211328,1.1493103888365033,-0.3473878923464841,-1.5756184079264168,0,0,1
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Alsafik Fouseding,2518,2,87,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.4180669088968367,-0.3101613702155501,0.0368153505433901,0.0224799092724121,1,0,0
0,17.0,0,0.0,0.0007463501798648,0.0,0.0015252936248574,0.0,Deandy Moreman,3655,1,690,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.8065995352078302,-1.387620096052312,-1.2504785550287385,-0.8660544553522117,0,1,0
1,15.0,0,0.0,0.0,0.0,0.0,0.0,Suhelik Opshosent,7667,1,251,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.6837163184750497,-0.2903417662099356,-0.0438865259975381,-0.0348848776612067,1,0,0
1,11.0,0,0.0,0.0,0.0,0.0,0.0,Karena Domington,5812,6,943,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.7654545983452692,-0.2842434265159004,-0.0687178726255163,-0.0525355813330894,1,0,0
0,36.0,0,0.0,0.0008235001726251,0.0,0.0,0.0,Elenna Raney,2397,1,387,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.1202558890732682,-1.005072493856422,0.2270181626061354,-1.7197729135311552,1,0,0
0,37.0,0,0.0009405590697923,0.0006732887731508,0.0,0.0011944876383079,0.0,Dawne Mcfaddoxter,6718,1,1088,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.1212351801624705,-0.5593942244404219,-1.4331924421695657,-0.8270145150924847,0,1,0
0,22.0,0,0.0,0.0007664725071267,0.0004696228818552,0.0004185237502402,0.0007415179241796,Elany Stantiagord,4770,1,900,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7882208987440598,-1.2481630460032052,0.49088998360479,-0.6069096551920674,0,1,0
0,46.0,0,0.0022320541785393,0.0005402634842661,0.0030228795880101,0.0,0.0009928284269286,Hion Knike,5351,1,1026,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.298439255592387,1.9680286917645915,1.1730665604100523,-0.0810340185453609,0,0,1
0,35.0,0,0.0002214159885769,0.0,0.0,0.0,0.0011489221587254,Tyrona Robbson,8976,1,1737,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.0377392532107083,-0.8473929353042928,0.663948831401048,1.3598604566669603,1,0,0
0,24.0,0,0.0020921925885264,0.0,0.0016890348680536,0.0002092618751201,0.0002764169879663,Milyn Nguerrettye,4457,1,917,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.1515613036777172,1.9608719045928384,-0.3534895729746408,0.3055654912751835,0,0,1
1,60.0,0,0.0,0.0,0.0,0.0,0.0,Mael Chasey,4072,1,671,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.7641606699350821,-0.3589480877678319,0.2354661235672141,0.1636855386474736,1,0,0
0,30.0,0,0.0,0.0008156767796335,0.0023338044816483,0.0015092954079416,0.0007568431510973,Alkeson Asticit,926,2,39,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2.576981056605943,-0.6016590025710014,0.6442746266927322,-0.1456541660510348,0,1,0
0,29.0,1,0.0,0.000839137441603,0.0,0.0014527894446448,0.0014105349222286,Atrino Rewmid,4693,1,186,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2.5400825635999307,-2.3075673315544294,-0.2100874800098083,0.5654195281386588,0,1,0
1,7.0,0,0.0,0.0,0.0,0.0,0.0,Lorian Nieldsond,8252,3,1341,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.8471928782154885,-0.278145086821865,-0.0935492192534941,-0.0701862850049721,1,0,0
0,41.0,0,0.0,0.0,0.0027929932835759,0.0,0.0007195628582269,Rhony Horndley,5855,2,949,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.3634354792758438,0.8090052220104423,2.140471651083706,0.8488579937984138,0,0,1
1,31.0,0,0.0,0.0,0.0,0.0,0.0,Otlios Kra,7321,1,1518,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.3567631989941724,-0.3147351249860767,0.0554388605143737,0.0357179370263242,1,0,0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,Melica Saley,5072,2,817,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.7041508884426044,-0.2888171812864267,-0.0500943626545326,-0.0392975535791774,1,0,0
0,35.0,0,0.0022470349749931,0.0005822789127472,0.0016971773841246,0.0,0.0,Cus Ble,408,1,25,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.75768374247171,1.8116508230445232,-0.2667114765273072,-1.3318163487856367,0,0,1
0,31.0,0,0.0,0.0006758342523627,0.0,0.0010732252128394,0.0,Josey Mandez,6396,1,427,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.5742797725634418,-1.2095818641174905,-0.7765610826873042,-0.8805841964265667,0,1,0
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Ale Booneid,4596,1,751,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.4180669088968367,-0.3101613702155501,0.0368153505433901,0.0224799092724121,1,0,0
0,26.0,0,0.0,0.0,0.0027867344723706,0.0001320295433014,0.0008057274164412,Juanie Hayerson,6925,1,1120,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.2654203655151366,0.7354355083200987,1.981417286473372,0.9482140914452636,0,0,1
0,32.0,0,0.0,0.0002830850014131,0.0010622209800961,0.0012696685519801,0.0007142779018221,Stany Hoopez,2727,1,525,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.2593633407171,-0.77824814352848,0.0353649074972594,0.8679900590010341,0,1,0
0,23.0,0,0.0011862476734549,0.0001978679246651,0.0009842841357616,0.0010981441888449,0.0012458871355013,Etha Simmonders,7707,1,1237,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.7115566199947807,-0.1270227809071342,-0.3331201288772606,1.485825486097815,0,1,0
0,24.0,0,0.0016110502782027,0.0002556512302437,0.0023463516473194,0.0010221023506976,0.0010507680889723,Gabrin Savaraldez,4723,2,888,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2.069367090554767,1.0446214146259096,0.1287599998240077,1.0588118066874004,0,0,1
0,16.0,0,0.0012088054489088,0.0001704341534958,0.0028304467701558,0.0,0.0,Gaylah Acobson,6905,3,1322,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.2259403912999592,2.052391417980811,0.8297699557742649,-0.5052068459256729,0,0,1
0,23.0,0,0.000735527993111,0.0001350658710665,0.0002962990491204,0.0,0.0011318679344262,Leria Cofferson,9165,1,1771,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.1414560553537961,-0.3842381194675552,0.4479177188721616,0.968288734108721,0,1,0
1,32.0,0,0.0,0.0,0.0,0.0,0.0,Shawne Simonsents,9076,1,1461,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.3363286290266174,-0.3162597099095852,0.0616466971713682,0.0401306129442948,1,0,0
0,20.0,0,0.0,0.0,0.0,0.0,0.0,Monard Hammonton,4315,2,710,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.5815434686372756,-0.2979646908274796,-0.0128473427125657,-0.0128214980713532,1,0,0
1,51.0,0,0.0,0.0,0.0,0.0,0.0,Allene Noeley,1433,1,219,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.9480717996430756,-0.3452268234562528,0.1795955936542635,0.1239714553857377,1,0,0
0,11.0,0,0.0,0.0,0.0028118329269758,0.0,0.0,Jacob Cabrera,984,2,182,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.9727745607582932,1.2975934331029757,1.5128220051759227,-0.107994572609511,0,0,1
0,33.0,0,0.0006215932653537,0.0,0.0,0.0012735118776725,0.0002380926339407,Sall Hestes,9136,1,1471,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.3199830607849845,-0.3984720664013456,-1.2942558659982968,0.9347440821799112,0,1,0
1,47.0,0,0.0,0.0,0.0,0.0,0.0,Kelle Hickson,3352,1,547,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1.029810079513295,-0.3391284837622172,0.1547642470262856,0.1063207517138548,1,0,0
1,17.0,0,0.0,0.0,0.0,0.0,0.0,Armene Lewintos,6077,1,985,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.64284717853994,-0.2933909360569532,-0.0314708526835493,-0.0260595258252654,1,0,0
1,43.0,0,0.0,0.0,0.0,0.0,0.0,Dorice Morandry,8459,1,1355,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.1115483593835145,-0.3330301440681822,0.1299329003983076,0.0886700480419722,1,0,0
0,31.0,0,0.0022270001803936,0.0003244516565995,0.002144732441411,0.0006878017487141,0.0,Vivers Jaff,3305,2,106,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.081208202558553,2.054065687835299,-0.6784465648158818,-0.4532391629122669,0,0,1
0,20.0,0,0.0021189190400573,0.0,0.0019974902577476,0.001012050800398,0.0,Chrisa Harverez,1025,1,210,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.6339808400531307,2.076042602402423,-1.1037528046912275,0.3699339790855673,0,0,1
0,63.0,0,0.0,0.0006614167070581,0.0,0.0012168827463829,0.0,Julin Fryan,1501,1,243,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.34219734607759,-1.291197787419021,-0.7071777711336471,-0.6356396197269935,0,1,0
1,22.0,0,0.0,0.0,0.0,0.0,0.0,Race Fowles,129,1,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.540674328702166,-0.3010138606744971,-0.0004316693985767,-0.003996146235412,1,0,0
0,55.0,0,0.0015129110973239,0.0009615611310101,0.001597738524925,0.0,0.001335095657769,Vindem Eneurordry,516,1,6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.766686323935829,0.0662859703787506,1.162617365198397,-0.5002523610061924,0,1,0
0,19.0,0,0.0016310215152436,0.0,0.0028488293843804,0.0,0.0,Bubbix Potte,691,1,49,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.2528827007052883,2.511452099870826,0.5664095489527283,-0.1422638299468582,0,0,1
1,3.0,0,0.0,0.0,0.0,0.0,0.0,Nathy Gibbsonton,8383,2,1368,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-1.928931158085708,-0.2720467471278299,-0.118380565881472,-0.0878369886768548,1,0,0
0,31.0,0,0.0,0.0007920604097011,0.0002962990491204,0.0,0.0004532515808699,Delody Parsoney,3483,1,717,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.2766646622217978,-1.076972474271716,0.6419904887864186,-1.1607166703042018,0,1,0
1,16.0,0,0.0,0.0,0.0,0.0,0.0,Alphah Pumbody,6428,2,198,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-1.663281748507495,-0.2918663511334444,-0.0376786893405437,-0.0304722017432361,1,0,0
0,44.0,0,0.0,0.0,0.0,0.0,0.0,Murie Hinetthews,6324,2,1025,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.0911137894159595,-0.3345547289916908,0.136140737055302,0.0930827239599428,1,0,0
1,26.0,0,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,2995,1,94,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.4589360488319465,-0.3071122003685324,0.0243996772294012,0.0136545574364706,1,0,0
0,16.0,0,0.0,0.0004707018031312,0.0004696228818552,0.001629224760289,0.0008830680217265,Astab Fuelisent,471,1,22,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.5297295958156183,-1.456249234662992,-0.5766050757162973,0.7791635736890632,0,1,0
1,70.0,0,0.0,0.0,0.0,0.0,0.0,Gorab Distured,1452,2,53,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.5598149702595338,-0.3741939370029198,0.297544490137159,0.2078122978271805,1,0,0
0,41.0,0,0.0,0.0009929067885318,0.0,0.0011567836078317,0.0010734178174769,Sterfik Pulgaly,8092,3,238,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2.379970661099196,-2.158558988637385,-0.0598340110928455,-0.249267767930829,0,1,0
1,19.0,0,0.0,0.0,0.0,0.0,0.0,Dow Chate,8542,1,544,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.6019780386048303,-0.2964401059039709,-0.0190551793695601,-0.0172341739893241,1,0,0
0,20.0,0,0.0020097520985517,0.0008786402807328,0.001566059651668,0.0,0.0,Sceros Gin,1525,1,299,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.7429958069330534,1.3397220090508846,-0.2350622689268726,-2.025111821348992,0,0,1
0,29.0,0,0.0,0.0004298685208161,0.0,0.0016030325483773,0.0,Julies Winsley,5356,1,340,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.6883180741160495,-1.167772531570736,-1.298616262890072,-0.0906688590537821,0,1,0
1,28.0,0,0.0,0.0,0.0,0.0,0.0,Craine Hoodgers,7835,1,1270,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.4180669088968367,-0.3101613702155501,0.0368153505433901,0.0224799092724121,1,0,0
1,37.0,0,0.0,0.0,0.0,0.0,0.0,Tark Replic,1567,1,53,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.2341557791888431,-0.3238826345271293,0.0926858804563406,0.062193992534148,1,0,0
0,18.0,0,0.0010015889423894,0.0,0.0027892490041436,0.0,0.0001190463169703,Patsya Bonder,8216,1,1334,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.3802942692427923,1.942827132520428,0.993900983542116,0.0174065805694564,0,0,1
0,30.0,0,0.0020358661786466,0.0003244516565995,0.002057060446437,0.0007073551443834,0.0008009341509853,Guye Klindsey,1239,1,78,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8011613406532747,1.3778023474816024,-0.1289343981539875,0.4793223353267417,0,0,1
0,43.0,0,0.0021424115918769,0.0,0.0027471256791235,0.0,0.0,Ste Brity,5531,1,1145,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.3800640365179229,2.795538604933613,0.3393599008858318,-0.0559380416702788,0,0,1
0,56.0,0,0.0,0.0008187086046894,0.0010964367698127,0.0002640590866028,0.0006154605304347,Evenna Conney,4305,1,893,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.4600914110818837,-0.866806257166311,1.1205884401171935,-0.8044471427612463,0,1,0
0,37.0,0,0.0,0.0010068724251254,0.0015074104022981,0.0016316686261514,0.0001190463169703,Fomamak Chocaters,4446,2,175,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2.218751102814837,-0.8907526699576434,-0.2531201757819962,-1.1797653583450736,0,1,0
0,23.0,0,0.0003509360389545,0.0010840002489265,0.0,0.0006053505050244,0.0,Batrix Ainserfle,3412,3,107,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.6545089097262576,-1.130597902398859,-0.5623671637439721,-2.0482467165867355,0,1,0
0,9.0,0,0.0,0.0,0.0,0.0,0.0,Chadie Morelly,8157,6,1313,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1.8063237382803787,-0.2811942566688828,-0.0811335459395051,-0.0613609331690308,1,0,0
0,38.0,0,0.0,0.0007998357565409,0.0018990964398188,0.0010649620720447,0.0,Wally Popelase,4303,2,705,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.4157997673871212,-0.2521164164849634,0.363513312219018,-1.1589907677890363,0,1,0
0,18.0,0,0.0016110502782027,0.0003854847263833,0.0018623587007885,0.0013257956717793,0.0,Ianna Antoshipson,2860,1,546,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.2083663545480097,1.2103973109580417,-1.086692193476952,-0.2882763010259376,0,0,1
